Profundidad_m,WOB_klb,RPM,Torque_ft_lb,ROP_m_h
2000.0,17.044313261961573,99.39594454594241,1048.5593728768163,37.2551871226886
2000.5,16.582828349226936,93.26761612606961,1095.0881593364943,32.63716634994581
2001.0,17.426192988124416,92.98769253183428,1134.1164101863137,34.45249630931552
2001.5,18.514562372539373,96.99065870143951,1029.4355907030592,37.53096530200244
2002.0,19.196082208458915,104.84882381770042,1129.9825934894693,36.41522001917525
2002.5,16.46408229277668,100.58857346008502,1036.6140632198567,31.609656159483627
2003.0,16.918708681480634,104.76729062112513,1097.264344691755,33.880832919327176
2003.5,14.842474123401367,106.4575169918895,1033.23155101633,33.143617144190806
2004.0,14.917306331499935,101.81214470277287,942.5997651590128,38.80962123081006
2004.5,16.337633812219376,94.81647910256676,1050.2331630378603,35.12353044620547
2005.0,16.516027977109154,104.06290908492153,980.7425183949128,29.973120890198526
2005.5,17.2772062740264,94.32755187166981,1056.8999871351755,36.65160126080684
2006.0,18.45069867246279,97.32500980402327,1070.9249795457165,35.30126337446117
2006.5,17.87144475355411,106.77833987630095,1164.2014008503998,37.392183495241106
2007.0,18.41647581884346,99.97450086955969,982.35047756081,37.124004503129534
2007.5,19.356545115346105,102.3058781602852,1146.875002449127,34.815130087047535
2008.0,18.36917521825971,89.79508781699782,1132.358233689049,34.02196459704513
2008.5,17.700504413430714,98.41366779593491,1015.4179685315446,34.198508029571606
2009.0,18.68997729977066,101.41037238230855,1098.6597617271054,36.306858775326
2009.5,15.160482175164436,100.47664612829456,1079.4385458231213,33.65505106410765
2010.0,17.6138515377233,103.94057700036451,1106.2880833381103,31.140409918686935
2010.5,18.96191413480725,96.83217183799351,1154.778158116927,33.74944030944808
2011.0,17.780962499685458,105.73633270211681,1052.8932421918087,36.47015868367182
2011.5,18.34181673229351,97.68788911015783,1010.329789432724,32.89528013572655
2012.0,17.69963479159409,100.11380394564087,1067.722128342538,34.66469582995039
2012.5,18.91108308191471,95.0617664030308,1054.8049337740783,36.91807521549326
2013.0,19.332271141368807,102.7681249833527,1075.731417334508,35.533799260703475
2013.5,14.848297660646613,96.206488199199,1017.5936467355276,37.79450734067104
2014.0,17.00735575199354,101.31608055855881,1007.1225868587632,33.327536212791415
2014.5,14.964102078597753,104.07382373117514,1015.1199532587087,33.87704416259538
2015.0,12.057630648016438,104.61655217688957,997.8980693622516,34.37876211596703
2015.5,18.87607503771054,113.09109900844194,1049.8710420993068,34.10238855774368
2016.0,19.189983523338697,100.03592136954225,1079.1096870411805,33.919187215592366
2016.5,17.241401903965837,98.45456303878002,994.2040045806459,33.61950969350425
2017.0,16.962497012778122,96.85853792276063,976.19717789862,31.705873179447906
2017.5,17.73748734907412,103.07282536022791,1084.111629211541,35.0765450886802
2018.0,22.19982450996899,99.36131665441107,1152.409071302571,33.04865496800334
2018.5,16.432576158093145,95.77861718487954,1040.6203423840013,33.953598707900404
2019.0,15.975738692506582,95.6170707641586,1089.508016279491,32.10620596755867
2019.5,18.899338566450314,106.28115799806598,1096.4285374123315,37.897443685203754
2020.0,18.979815025566417,104.40755280160481,1088.493975001927,33.1804766964949
2020.5,18.57847437343834,106.61529690583863,1025.134178156997,33.14160121886679
2021.0,18.112230030129762,92.86865493423991,1031.8392772362702,36.09198611236361
2021.5,17.529948116766953,98.21174723761553,974.2298346055792,32.97656314985716
2022.0,15.750556089952527,95.42618918002461,1096.5633162777647,36.79691662965036
2022.5,20.790174085002864,100.66952182476878,1144.3147407728616,36.134600244147016
2023.0,20.893197019182345,96.0476956633946,1102.9498451149154,31.97676268893908
2023.5,17.252175400204283,106.98461848953183,1019.8111085480973,36.1029686905796
2024.0,20.11089127804627,98.21470465064318,1036.2963630914305,33.82472157660726
2024.5,18.513505877845414,109.28210940657965,1070.4151535876927,34.027526622445016
2025.0,15.351866239777252,104.31054663313631,963.840621048609,35.62982326526324
2025.5,15.490010981990332,104.52291129629522,1081.6023731280247,31.26896844448296
2026.0,19.142461312015715,108.63905840402549,1061.3487172596685,36.755857872687905
2026.5,19.931064408287607,100.34636274988638,1105.6173341425479,37.65585716136171
2027.0,18.53237653483636,104.21519005027194,1066.368122504707,36.86997372576998
2027.5,18.38240376834586,101.57268262908887,1062.0984686373447,35.21163016844863
2028.0,16.68075865178815,96.05723452261343,1043.6914066704942,37.921575975263096
2028.5,16.312511756721467,96.84162440743049,980.0767733287245,34.40021869390807
2029.0,19.151144522046216,98.99139712499594,1156.9333377606918,34.321926580333404
2029.5,18.072073405643334,102.24803269025121,1063.7749389625922,37.26615871151783
2030.0,17.822579039288048,103.76107168928469,1017.5213952540552,34.36632415991843
2030.5,19.881857146671006,102.80942409720338,1111.2473350234588,35.23967346844051
2031.0,20.537858418287925,102.89194762330011,1044.4747683194732,35.59161451570337
2031.5,18.87402984689762,98.61417941393186,1073.9277993634607,36.84736570573697
2032.0,16.602540511693963,88.91142909682202,1057.193012651679,36.977757922040496
2032.5,18.07893014392593,103.81671232358784,1097.1487545811997,37.3710412005746
2033.0,17.363985136499384,96.0118550319324,1093.2756761945172,32.82870993269082
2033.5,17.792961686124674,110.77819581349455,1075.3031936325947,36.53225941507829
2034.0,16.197563049784478,101.72169797070771,1079.9162818585812,33.92776142755177
2034.5,19.879780872294685,106.89040700818464,1045.7236889145374,36.789429915288814
2035.0,17.290510390280808,94.48645629650022,1051.488734748534,34.74473598357242
2035.5,20.40597879425926,105.64599474036108,1077.5009464318669,38.25926603693075
2036.0,17.809183531154282,103.57797523718256,1094.8447449179332,35.57049278648403
2036.5,17.279727730465737,101.88616267585498,1114.447212533141,34.57630460416551
2037.0,16.995570290051603,94.74480896179873,1006.0153755432019,34.255662676866045
2037.5,17.011052168609705,96.4784672900074,1037.3004731375672,37.37453011057394
2038.0,18.326326749263693,103.27456406817363,1068.6528290247188,34.619198863472235
2038.5,17.91650222131774,96.48002395231883,1032.0787603285728,32.53315136068723
2039.0,19.20260229706337,95.85313009397909,1108.7968397306204,31.33352750527882
2039.5,16.840212521394687,97.47254208128327,1062.5429825277488,35.8470176600534
2040.0,18.347676108665,102.5124516430899,1069.9725599646665,35.619182335762986
2040.5,19.817130090900168,107.10707362756739,1096.133532749738,34.79608869788527
2041.0,20.072216581394475,102.07020261377025,1057.7392733067154,34.241222999090795
2041.5,16.908193765091983,106.09816004111454,1042.0475478084031,37.01124250101725
2042.0,17.484070966249543,99.29541635618537,1039.7759022231949,33.443449809842384
2042.5,17.067282206562002,110.19333434044935,1041.0206316971626,33.5924579690874
2043.0,16.70542183981104,106.65475983729671,983.2466227809501,34.747267154068076
2043.5,19.006235321950374,104.47236918502469,1144.5840316565364,32.62668464361565
2044.0,16.314247241852115,102.28522579162154,1034.281018852309,37.17653761127092
2044.5,21.241672326654626,101.98333365286769,1146.660850272814,39.322866851192906
2045.0,18.34998737119225,92.54684207316677,1078.9024813722206,37.26894624402034
2045.5,17.731788001533666,92.31031738366578,1104.0805122928878,33.81668657775601
2046.0,21.019264865427722,103.26820789366602,1104.4117732415377,36.54540290186704
2046.5,16.03056026778485,100.36324629187912,922.9388681218832,35.183681851308734
2047.0,16.835119989801825,102.81026545965737,1109.6304181630944,32.99483536512154
2047.5,16.122122540864837,94.35080134339691,1039.7065344426537,33.21775269191573
2048.0,17.964293738017936,107.61566610474316,1025.6742976074718,34.03324277765579
2048.5,17.04060405525268,98.99038937634957,1047.2674298788897,34.09533744722582
2049.0,16.047531382398052,101.90082856837992,1034.9415919392777,32.43312779917948
2049.5,16.224268064642082,97.48428751842529,1041.4077370705054,31.90390796932131
2050.0,18.4968676852991,101.63272235778298,1156.3629736653945,34.10231317922722
2050.5,18.950362079066934,111.91508686675162,1116.7147734729804,32.64220968997679
2051.0,15.929448498197257,105.78779224949167,1137.4509501885072,31.344080442573805
2051.5,17.709717428194935,97.15526079917605,1075.2191495330894,35.020263648429406
2052.0,17.379657243642942,94.9691496613706,1063.2789109637297,35.44480651489301
2052.5,17.01715213334226,101.77403554491539,1017.7729664679747,33.38497307779316
2053.0,20.4153625388121,98.34794348479502,1156.37175748642,34.610233118241396
2053.5,17.920706977647075,96.61354872757988,1157.3575187643464,30.46362603241377
2054.0,18.25084842966132,109.93753526942811,1086.1277843527146,32.466302628293775
2054.5,19.024460298362957,90.10874335515288,1083.0498741876895,32.735081611337876
2055.0,18.12320526342555,103.55040093098896,1064.7343176082754,34.829555913152575
2055.5,17.970633616772144,109.71426239112957,1073.9611274806532,34.52432744842598
2056.0,19.238892512784815,94.20093455619818,1108.3998402612333,35.28658619284976
2056.5,17.131394059311948,97.91528810852788,1043.6039864765457,29.81679554687296
2057.0,17.323062725549033,98.3561686386375,1093.6352221308568,36.82226735736429
2057.5,16.50705401239336,108.04801243432868,1032.7354854104244,31.90680602868334
2058.0,20.119607325208154,99.85303861924373,1092.0136033669173,33.673543804146796
