Profundidad_m,GR_API,ILD_ohm_m,RHOB_g_cc,NPHI_v_v
1500.0,106.72044214950266,1.722132989240953,2.460377537224692,0.3786045187447983
1500.1,118.34091961446875,1.8392785345943485,2.4175215625197435,0.3584474002214224
1500.1999999999998,108.09949958580552,1.6932339162221108,2.4496416946010346,0.39175658359875953
1500.2999999999997,113.03208827915951,1.6357669779480744,2.473799811411729,0.3748439775406588
1500.3999999999996,110.24152199541037,1.6647150535217605,2.458248203393785,0.38526691177227645
1500.4999999999995,117.37680027703324,1.704833263732525,2.451972197103128,0.38564968244231185
1500.5999999999995,111.53760289120774,1.9948900195071506,2.4343504362508708,0.3871822076648606
1500.6999999999994,112.83317369461057,1.7452714889353778,2.454787787361213,0.382874604327581
1500.7999999999993,112.2524494967458,1.752284579776543,2.434232520151602,0.38248910746392506
1500.8999999999992,113.4404118037956,1.6550687294047648,2.4672949304321237,0.3826736127624063
1500.999999999999,109.31916727963574,1.7913961564571403,2.427121739175527,0.3830733264628443
1501.099999999999,108.95531737448852,1.8396491875069911,2.447040840154169,0.3722863371748332
1501.199999999999,104.39647566720147,1.540634039020485,2.442606913570906,0.3425782507460634
1501.2999999999988,102.84488505833708,1.9281168079093527,2.432219559563406,0.3898113389277835
1501.3999999999987,112.78314061534965,1.6833279520061788,2.4690569628628287,0.4002019635152807
1501.4999999999986,102.65472009533093,1.9333935072621706,2.4371266084069063,0.3566284744602256
1501.5999999999985,111.21090929858407,1.8825113535145075,2.4487807808046878,0.4071312521228132
1501.6999999999985,113.72564200756085,1.7904572711719278,2.4533633334717164,0.42543601880299
1501.7999999999984,112.37010875173564,2.0097035458255212,2.469187767446138,0.36277276694453325
1501.8999999999983,104.72078556519054,1.7957013899348757,2.4478544122476533,0.3844961626140863
1501.9999999999982,116.25813418141927,1.924013993321904,2.4205153860017945,0.3702692712445533
1502.099999999998,118.20583750597412,1.8933699152355674,2.418681907595392,0.37725771489416643
1502.199999999998,100.5106072466332,1.9615797002539728,2.4606888828376348,0.3771009407974647
1502.299999999998,109.64190646958072,1.882827895278948,2.474905373575658,0.3865526933516724
1502.3999999999978,113.6241840452963,1.8595593040314684,2.477569063204247,0.40723238550506186
1502.4999999999977,106.70450941698098,1.7712204196145804,2.451096055536209,0.3696560333330996
1502.5999999999976,108.20152759472255,1.7890180543619667,2.4504016826195154,0.3737418373769783
1502.6999999999975,107.33362005128352,1.8084904128113932,2.43387061477642,0.3854963184818739
1502.7999999999975,103.81979173873455,1.7970206277304064,2.4832786042824617,0.37633107856005904
1502.8999999999974,114.44742866171792,1.6309781881593313,2.4416487991784415,0.3898674041930837
1502.9999999999973,97.41467968260238,1.8926590495515572,2.44842952833685,0.37485256290384183
1503.0999999999972,117.25715531556834,1.5806727827455207,2.457809292455816,0.3924873150512939
1503.199999999997,106.37658865043478,1.4925418073837466,2.4559710112323407,0.3924731663339329
1503.299999999997,117.40452450835582,1.5557000413025355,2.44458177329908,0.4130906544079852
1503.399999999997,111.28206965352777,1.8449385619252614,2.4616830485207095,0.3804666584889209
1503.4999999999968,108.58353265734887,1.770055421856256,2.4789248765340517,0.3913531763667873
1503.5999999999967,111.85095254203418,1.5155625124650334,2.439512223623692,0.4117460626261851
1503.6999999999966,106.04047717067237,1.8115600183573257,2.448037415040693,0.35828943277172265
1503.7999999999965,105.27221945746871,1.5613317331649097,2.4161199066460286,0.3872098875296439
1503.8999999999965,106.16447353488806,2.08060942614071,2.4662724696791174,0.3793474530738037
1503.9999999999964,113.94162143562926,1.4690403482770813,2.4478456672700775,0.39597439077680324
1504.0999999999963,103.38269953660546,1.9044848264952978,2.4551181025865363,0.35642989947085624
1504.1999999999962,117.90258622802261,1.972261852393284,2.462487717960425,0.3596276676061179
1504.299999999996,105.7156407639282,1.7822044807478574,2.4787488060475935,0.37655525849706956
1504.399999999996,110.92012005876317,1.690623515262815,2.485070668755752,0.36464687098814563
1504.499999999996,110.84632744268934,1.9959269624100513,2.438831495580735,0.37599327647629366
1504.5999999999958,105.52140675350859,1.5902460031202625,2.4249357834385012,0.40378627764443215
1504.6999999999957,102.03008511940541,1.6889605199162026,2.4230070215549406,0.36813578695450977
1504.7999999999956,108.5600468853113,1.8237736325976839,2.478480520695309,0.3939713654366832
1504.8999999999955,113.5503730338602,1.912819605300556,2.415531091304687,0.3809127678592932
1504.9999999999955,116.55540106652488,2.0861396388649798,2.474437019760327,0.3724274962417635
1505.0999999999954,113.59728697205702,1.6731614893387037,2.477871537968619,0.36619525015051685
1505.1999999999953,104.87480022232,1.9718219491853999,2.4502647957338572,0.3912558936266639
1505.2999999999952,114.19116406177137,1.6247278110606727,2.451463386664042,0.3682744313654721
1505.399999999995,100.1759620433184,1.7850508118850394,2.4363051423072233,0.3889972079072306
1505.499999999995,115.6668692869838,1.6899790625716749,2.4275663898499054,0.37894907036719605
1505.599999999995,111.51767388864961,1.8777743143286119,2.4907240932203494,0.397528715781802
1505.6999999999948,109.93422571641351,2.1522127235384536,2.4672810191686714,0.39473138162725147
1505.7999999999947,120.01890581532743,1.86821236676819,2.4537844148072216,0.38496487783437405
1505.8999999999946,109.83294617723733,1.7249626761287602,2.42620396835652,0.39695553581764764
1505.9999999999945,115.91613850090363,1.723154797987814,2.4510753727318426,0.37078992037453945
1506.0999999999945,112.803777311461,1.8861153955515546,2.4431780999485153,0.3762274549666297
1506.1999999999944,108.9271854846064,1.712434980789217,2.457393493323107,0.34788948818059257
1506.2999999999943,110.3653245455618,2.061807108730478,2.463546567234163,0.3656505216879376
1506.3999999999942,105.38235282268852,1.7216135532399177,2.4371298968670745,0.3903107006045554
1506.499999999994,106.09616155599551,1.8993896987591667,2.447033800263975,0.384770874694971
1506.599999999994,113.30042159999574,1.8724166100462571,2.4834699367465394,0.4005575211013051
1506.699999999994,106.10122316201418,2.127594352036632,2.45364197305103,0.3861810891399461
1506.7999999999938,114.76651668471547,1.6560590794036574,2.485105323458799,0.38510073564815356
1506.8999999999937,117.11865293984408,1.7959250071956525,2.4336734820642327,0.39055337627942494
1506.9999999999936,105.6509741383622,1.7493604417516508,2.400689859068553,0.40244139759406233
1507.0999999999935,108.05089545994205,1.7721350619313598,2.453269702724966,0.39003584700447635
1507.1999999999935,104.24757066280637,1.6016715213452282,2.474558971075556,0.3738183185979548
1507.2999999999934,112.26296407660192,1.7448535188958192,2.465267766453599,0.3741794833489887
1507.3999999999933,111.56156746554234,1.8943031837972206,2.4556585335293404,0.3867793272690294
1507.4999999999932,109.88015366603636,1.5925686505570291,2.4189049130485567,0.3621037696651588
1507.599999999993,106.4897593004611,1.9428760418981001,2.4092583318138514,0.3870464556924867
1507.699999999993,106.80436079594692,1.873011521928142,2.4812699339914,0.382910221470051
1507.799999999993,114.5426868778967,1.6993101803402744,2.438183678557006,0.3971546123019571
1507.8999999999928,120.51548201301412,1.9219555445973635,2.4138236284820844,0.3638778611724072
1507.9999999999927,108.16741714218696,1.8649488589388783,2.4380059667669687,0.38895483379585116
1508.0999999999926,104.65914999714386,1.950983970814206,2.4534183958006697,0.39039773826121343
1508.1999999999925,100.74582108034174,1.8454346230536112,2.4349799573208646,0.3802248330744055
1508.2999999999925,107.79883203418379,1.6850948063007793,2.449077934876456,0.3896712754636645
1508.3999999999924,116.92845876342808,1.724059835899071,2.4712827794114594,0.3988571665048532
1508.4999999999923,105.08016188062768,1.8421586229905955,2.466568135698462,0.3766106850231863
